FIPS,county_name,wtd_den,pop_den,population
28063,"Jefferson County, Mississippi",159,14,7528
5015,"Carroll County, Arkansas",159,44,27690
16049,"Idaho County, Idaho",159,2,16251
55123,"Vernon County, Wisconsin",159,38,30442
21137,"Lincoln County, Kentucky",158,73,24424
53043,"Lincoln County, Washington",158,4,10326
13229,"Pierce County, Georgia",158,56,19030
51067,"Franklin County, Virginia",158,81,56230
37149,"Polk County, North Carolina",158,85,20324
22083,"Richland Parish, Louisiana",158,37,20692
29221,"Washington County, Missouri",157,33,25002
47005,"Benton County, Tennessee",157,41,16173
19069,"Franklin County, Iowa",156,18,10393
27115,"Pine County, Minnesota",156,21,29067
12133,"Washington County, Florida",155,42,24627
28161,"Yalobusha County, Mississippi",155,27,12380
37015,"Bertie County, North Carolina",154,29,20324
13133,"Greene County, Georgia",154,43,16535
13199,"Meriwether County, Georgia",154,42,21195
45053,"Jasper County, South Carolina",153,41,27186
13321,"Worth County, Georgia",153,37,20988
16079,"Shoshone County, Idaho",153,5,12551
47041,"DeKalb County, Tennessee",152,63,19159
33003,"Carroll County, New Hampshire",152,51,47416
21229,"Washington County, Kentucky",151,40,12017
30043,"Jefferson County, Montana",151,7,11601
37017,"Bladen County, North Carolina",151,39,34454
51033,"Caroline County, Virginia",151,56,29640
5047,"Franklin County, Arkansas",151,29,17799
21023,"Bracken County, Kentucky",151,41,8404
51115,"Mathews County, Virginia",150,103,8848
51145,"Powhatan County, Virginia",150,109,28286
48235,"Irion County, Texas",150,2,1631
51119,"Middlesex County, Virginia",149,82,10728
6009,"Calaveras County, California",149,44,44787
29015,"Benton County, Missouri",149,27,18825
21103,"Henry County, Kentucky",149,54,15528
13119,"Franklin County, Georgia",148,85,22188
12075,"Levy County, Florida",148,36,39707
21095,"Harlan County, Kentucky",148,60,28031
13195,"Madison County, Georgia",148,100,28362
28153,"Wayne County, Mississippi",148,25,20517
12013,"Calhoun County, Florida",148,26,14550
1133,"Winston County, Alabama",147,39,24013
29209,"Stone County, Missouri",147,67,31197
20127,"Morris County, Kansas",147,8,5694
6005,"Amador County, California",146,62,36963
27153,"Todd County, Minnesota",146,26,24335
55137,"Waushara County, Wisconsin",146,39,24238
29139,"Montgomery County, Missouri",146,22,11820
28131,"Stone County, Mississippi",146,40,17995
19005,"Allamakee County, Iowa",145,22,14001
22027,"Claiborne Parish, Louisiana",145,22,16452
47169,"Trousdale County, Tennessee",145,70,7970
51011,"Appomattox County, Virginia",144,46,15314
38021,"Dickey County, North Dakota",144,5,5160
21233,"Webster County, Kentucky",144,40,13331
47115,"Marion County, Tennessee",143,57,28363
51057,"Essex County, Virginia",143,43,11130
21207,"Russell County, Kentucky",142,70,17684
48119,"Delta County, Texas",142,20,5226
5077,"Lee County, Arkansas",142,16,9781
38073,"Ransom County, North Dakota",142,6,5457
47057,"Grainger County, Tennessee",141,81,22813
20131,"Nemaha County, Kansas",141,14,10177
47085,"Humphreys County, Tennessee",140,34,18216
51167,"Russell County, Virginia",140,59,27973
51103,"Lancaster County, Virginia",140,83,11055
48159,"Franklin County, Texas",140,37,10571
29055,"Crawford County, Missouri",139,33,24545
1111,"Randolph County, Alabama",139,39,22615
39075,"Holmes County, Ohio",138,103,43702
20077,"Harper County, Kansas",138,7,5798
51143,"Pittsylvania County, Virginia",138,64,62392
19119,"Lyon County, Iowa",138,20,11730
55007,"Bayfield County, Wisconsin",137,10,14987
36003,"Allegany County, New York",137,46,47700
19173,"Taylor County, Iowa",137,12,6209
55129,"Washburn County, Wisconsin",137,20,15685
48413,"Schleicher County, Texas",137,2,3171
1025,"Clarke County, Alabama",137,20,24847
12059,"Holmes County, Florida",137,41,19569
19161,"Sac County, Iowa",136,17,10034
23029,"Washington County, Maine",136,12,31925
45011,"Barnwell County, South Carolina",136,40,21917
29059,"Dallas County, Missouri",135,31,16508
29205,"Shelby County, Missouri",135,12,6148
26089,"Leelanau County, Michigan",135,63,21764
48079,"Cochran County, Texas",134,4,2955
13283,"Treutlen County, Georgia",134,34,6711
13001,"Appling County, Georgia",134,36,18410
5053,"Grant County, Arkansas",133,29,18046
29025,"Caldwell County, Missouri",132,21,9057
21147,"McCreary County, Kentucky",132,42,17850
54109,"Wyoming County, West Virginia",131,45,22537
13301,"Warren County, Georgia",131,19,5504
47173,"Union County, Tennessee",131,85,19081
54077,"Preston County, West Virginia",131,52,33793
51131,"Northampton County, Virginia",131,57,12118
29087,"Holt County, Missouri",130,10,4537
13019,"Berrien County, Georgia",130,42,18986
18131,"Pulaski County, Indiana",130,30,12910
51075,"Goochland County, Virginia",129,78,21979
47033,"Crockett County, Tennessee",129,55,14558
13123,"Gilmer County, Georgia",129,68,28956
13043,"Candler County, Georgia",129,45,10962
21025,"Breathitt County, Kentucky",129,27,13476
20095,"Kingman County, Kansas",129,9,7697
28017,"Chickasaw County, Mississippi",129,35,17357
27121,"Pope County, Minnesota",129,16,10975
31041,"Custer County, Nebraska",128,4,10784
1009,"Blount County, Alabama",128,89,57704
26129,"Ogemaw County, Michigan",128,37,21103
1007,"Bibb County, Alabama",127,36,22572
29073,"Gasconade County, Missouri",127,29,14875
21055,"Crittenden County, Kentucky",126,26,9211
1093,"Marion County, Alabama",126,41,30239
48419,"Shelby County, Texas",126,32,25705
51105,"Lee County, Virginia",126,57,24911
13253,"Seminole County, Georgia",125,37,8696
28039,"George County, Mississippi",125,49,23313
20023,"Cheyenne County, Kansas",125,3,2679
48417,"Shackelford County, Texas",124,4,3323
37121,"Mitchell County, North Carolina",124,69,15263
45061,"Lee County, South Carolina",124,44,18189
21051,"Clay County, Kentucky",124,45,21160
5135,"Sharp County, Arkansas",123,28,17027
22037,"East Feliciana Parish, Louisiana",123,44,19756
37061,"Duplin County, North Carolina",123,73,59121
21079,"Garrard County, Kentucky",123,74,17051
24023,"Garrett County, Maryland",123,46,29677
5137,"Stone County, Arkansas",122,21,12503
40005,"Atoka County, Oklahoma",122,14,13847
51117,"Mecklenburg County, Virginia",122,50,31209
1105,"Perry County, Alabama",121,14,9856
13291,"Union County, Georgia",121,68,22033
21135,"Lewis County, Kentucky",120,28,13646
31125,"Nance County, Nebraska",120,8,3607
21203,"Rockcastle County, Kentucky",120,53,16893
20039,"Decatur County, Kansas",120,3,2886
37009,"Ashe County, North Carolina",120,64,26992
40075,"Kiowa County, Oklahoma",120,9,9239
47151,"Scott County, Tennessee",119,41,22029
19001,"Adair County, Iowa",119,13,7330
19107,"Keokuk County, Iowa",119,18,10234
39067,"Harrison County, Ohio",119,39,15521
21133,"Letcher County, Kentucky",118,69,23382
40061,"Haskell County, Oklahoma",118,22,12835
40001,"Adair County, Oklahoma",118,39,22161
20205,"Wilson County, Kansas",117,16,8956
37177,"Tyrrell County, North Carolina",117,11,4128
47159,"Smith County, Tennessee",117,61,19176
29057,"Dade County, Missouri",116,15,7590
20129,"Morton County, Kansas",116,4,3033
28157,"Wilkinson County, Mississippi",116,14,9233
38027,"Eddy County, North Dakota",115,4,2370
54031,"Hardy County, West Virginia",115,24,13942
28141,"Tishomingo County, Mississippi",114,46,19503
19075,"Grundy County, Iowa",114,25,12373
23015,"Lincoln County, Maine",114,75,34165
29141,"Morgan County, Missouri",114,34,20182
1131,"Wilcox County, Alabama",114,13,11119
1079,"Lawrence County, Alabama",114,48,33433
48019,"Bandera County, Texas",114,27,21015
5127,"Scott County, Arkansas",113,12,10661
13183,"Long County, Georgia",113,43,17243
47015,"Cannon County, Tennessee",113,52,13855
55113,"Sawyer County, Wisconsin",113,13,16438
55095,"Polk County, Wisconsin",113,48,43483
13281,"Towns County, Georgia",112,66,10976
36049,"Lewis County, New York",112,21,27107
41025,"Harney County, Oregon",111,1,7214
30007,"Broadwater County, Montana",111,5,5692
28057,"Itawamba County, Mississippi",111,44,23511
22013,"Bienville Parish, Louisiana",111,17,13924
46041,"Dewey County, South Dakota",111,2,5652
22111,"Union Parish, Louisiana",111,26,22460
13207,"Monroe County, Georgia",111,68,27044
13167,"Johnson County, Georgia",111,32,9694
31021,"Burt County, Nebraska",110,13,6594
13145,"Harris County, Georgia",110,71,32992
28155,"Webster County, Mississippi",110,24,9922
23009,"Hancock County, Maine",110,34,54483
30025,"Fallon County, Montana",110,2,2913
5089,"Marion County, Arkansas",109,27,16404
19009,"Audubon County, Iowa",109,13,5793
35019,"Guadalupe County, New Mexico",109,1,4469
37011,"Avery County, North Carolina",108,71,17633
28019,"Choctaw County, Mississippi",108,20,8320
18171,"Warren County, Indiana",107,23,8309
31167,"Stanton County, Nebraska",107,14,6022
51141,"Patrick County, Virginia",107,38,18180
54067,"Nicholas County, West Virginia",107,40,25743
40077,"Latimer County, Oklahoma",107,15,10643
29149,"Oregon County, Missouri",107,14,10922
40057,"Harmon County, Oklahoma",107,5,2813
29227,"Worth County, Missouri",107,8,2061
47133,"Overton County, Tennessee",107,51,22090
26019,"Benzie County, Michigan",106,55,17462
21069,"Fleming County, Kentucky",105,42,14543
53059,"Skamania County, Washington",105,7,11316
46115,"Spink County, South Dakota",105,4,6539
13317,"Wilkes County, Georgia",105,21,9924
22085,"Sabine Parish, Louisiana",104,28,24144
38079,"Rolette County, North Dakota",104,16,14607
2100,"Haines Borough, Alaska",104,1,2528
48287,"Lee County, Texas",104,27,16754
13241,"Rabun County, Georgia",103,44,16312
21153,"Magoffin County, Kentucky",102,42,12887
29039,"Cedar County, Missouri",102,29,13932
48407,"San Jacinto County, Texas",102,48,27172
26113,"Missaukee County, Michigan",102,27,15032
12029,"Dixie County, Florida",101,23,16084
21091,"Hancock County, Kentucky",101,46,8716
49015,"Emery County, Utah",101,2,10570
27107,"Norman County, Minnesota",101,8,6638
13251,"Screven County, Georgia",100,22,14114
27129,"Renville County, Minnesota",100,15,14995
48435,"Sutton County, Texas",99,3,3936
21221,"Trigg County, Kentucky",99,32,14267
22043,"Grant Parish, Louisiana",99,35,22372
1019,"Cherokee County, Alabama",99,47,25897
48457,"Tyler County, Texas",99,23,21371
5095,"Monroe County, Arkansas",99,12,7542
29075,"Gentry County, Missouri",98,14,6745
22025,"Catahoula Parish, Louisiana",98,14,10145
50013,"Grand Isle County, Vermont",98,85,6945
31011,"Boone County, Nebraska",98,8,5353
5117,"Prairie County, Arkansas",98,13,8334
5099,"Nevada County, Arkansas",98,14,8668
54087,"Roane County, West Virginia",98,30,14513
20203,"Wichita County, Kansas",97,3,2168
8093,"Park County, Colorado",97,7,16440
21143,"Lyon County, Kentucky",96,39,8325
37115,"Madison County, North Carolina",96,47,21130
37043,"Clay County, North Carolina",96,50,10730
31099,"Kearney County, Nebraska",96,13,6548
23007,"Franklin County, Maine",96,18,30270
21077,"Gallatin County, Kentucky",95,87,8543
51169,"Scott County, Virginia",95,42,22378
40033,"Cotton County, Oklahoma",95,10,6062
51133,"Northumberland County, Virginia",95,64,12272
55121,"Trempealeau County, Wisconsin",95,40,29521
38067,"Pembina County, North Dakota",95,6,7136
5081,"Little River County, Arkansas",94,24,12616
55099,"Price County, Wisconsin",94,11,13707
47109,"McNairy County, Tennessee",94,46,26057
29215,"Texas County, Missouri",94,22,25690
47091,"Johnson County, Tennessee",94,60,17923
13061,"Clay County, Georgia",94,16,3068
21181,"Nicholas County, Kentucky",94,36,7062
8039,"Elbert County, Colorado",94,13,24225
27045,"Fillmore County, Minnesota",94,24,20877
19159,"Ringgold County, Iowa",94,9,5054
37033,"Caswell County, North Carolina",94,54,23094
47161,"Stewart County, Tennessee",93,29,13257
20081,"Haskell County, Kansas",93,7,4087
13319,"Wilkinson County, Georgia",93,21,9312
54007,"Braxton County, West Virginia",93,28,14463
39115,"Morgan County, Ohio",92,36,14857
19023,"Butler County, Iowa",92,26,14933
42113,"Sullivan County, Pennsylvania",92,14,6302
48433,"Stonewall County, Texas",92,1,1233
28031,"Covington County, Mississippi",92,47,19503
47081,"Hickman County, Tennessee",91,40,24251
28147,"Walthall County, Mississippi",91,37,14812
26051,"Gladwin County, Michigan",91,51,25367
30065,"Musselshell County, Montana",90,3,4778
13231,"Pike County, Georgia",90,83,17843
46047,"Fall River County, South Dakota",89,4,6874
19051,"Davis County, Iowa",89,17,8768
50015,"Lamoille County, Vermont",89,55,25136
47139,"Polk County, Tennessee",89,38,16697
29181,"Ripley County, Missouri",88,22,13936
55049,"Iowa County, Wisconsin",88,31,23751
46023,"Charles Mix County, South Dakota",88,8,9277
50017,"Orange County, Vermont",88,42,28897
29197,"Schuyler County, Missouri",88,14,4396
49029,"Morgan County, Utah",88,17,10645
55011,"Buffalo County, Wisconsin",87,20,13256
48345,"Motley County, Texas",87,1,1022
53013,"Columbia County, Washington",87,5,3971
51163,"Rockbridge County, Virginia",87,38,22450
56027,"Niobrara County, Wyoming",87,1,2498
46067,"Hutchinson County, South Dakota",86,9,7264
54017,"Doddridge County, West Virginia",86,26,8363
38011,"Bowman County, North Dakota",86,3,3238
1065,"Hale County, Alabama",86,24,15159
46119,"Sully County, South Dakota",85,1,1456
22125,"West Feliciana Parish, Louisiana",85,38,15384
46105,"Perkins County, South Dakota",84,1,3019
1057,"Fayette County, Alabama",84,27,16783
53069,"Wahkiakum County, Washington",84,15,4051
8019,"Clear Creek County, Colorado",84,23,9238
8115,"Sedgwick County, Colorado",84,4,2367
37185,"Warren County, North Carolina",84,47,20324
5073,"Lafayette County, Arkansas",84,13,7127
29173,"Ralls County, Missouri",83,22,10225
51035,"Carroll County, Virginia",83,63,29733
47027,"Clay County, Tennessee",83,33,7769
5147,"Woodruff County, Arkansas",83,12,6873
55001,"Adams County, Wisconsin",82,31,20294
13011,"Banks County, Georgia",82,79,18336
29119,"McDonald County, Missouri",82,42,22720
31029,"Chase County, Nebraska",82,5,4061
13065,"Clinch County, Georgia",82,9,6814
38051,"McIntosh County, North Dakota",82,3,2737
37075,"Graham County, North Carolina",81,30,8651
37199,"Yancey County, North Carolina",81,56,17599
37005,"Alleghany County, North Carolina",81,46,10868
5011,"Bradley County, Arkansas",80,17,11096
48405,"San Augustine County, Texas",80,16,8556
31147,"Richardson County, Nebraska",80,15,8149
29125,"Maries County, Missouri",80,17,8987
48069,"Castro County, Texas",80,9,7875
51051,"Dickenson County, Virginia",80,46,15304
40127,"Pushmataha County, Oklahoma",79,8,11149
20109,"Logan County, Kansas",79,3,2800
17069,"Hardin County, Illinois",79,24,4173
31093,"Howard County, Nebraska",79,11,6365
37137,"Pamlico County, North Carolina",78,38,12892
21027,"Breckinridge County, Kentucky",78,35,20000
40007,"Beaver County, Oklahoma",78,3,5479
1035,"Conecuh County, Alabama",78,15,12697
19077,"Guthrie County, Iowa",78,18,10691
26131,"Ontonagon County, Michigan",77,5,6165
21053,"Clinton County, Kentucky",77,52,10172
30089,"Sanders County, Montana",77,4,11375
47039,"Decatur County, Tennessee",77,35,11703
5105,"Perry County, Arkansas",77,19,10246
21237,"Wolfe County, Kentucky",77,33,7221
13221,"Oglethorpe County, Georgia",77,34,14743
47137,"Pickett County, Tennessee",76,31,5096
12065,"Jefferson County, Florida",76,24,14082
55125,"Vilas County, Wisconsin",76,25,21373
21159,"Martin County, Kentucky",76,54,12478
51109,"Louisa County, Virginia",76,69,34350
48315,"Marion County, Texas",75,27,10191
29103,"Knox County, Missouri",75,8,3997
12041,"Gilchrist County, Florida",75,49,17033
45081,"Saluda County, South Carolina",75,44,20113
21099,"Hart County, Kentucky",75,45,18510
51077,"Grayson County, Virginia",74,34,15180
28023,"Clarke County, Mississippi",74,23,16203
28065,"Jefferson Davis County, Mississippi",74,29,11771
45049,"Hampton County, South Carolina",73,36,20296
46007,"Bennett County, South Dakota",73,3,3445
29093,"Iron County, Missouri",73,19,10220
2050,"Bethel Census Area, Alaska",73,0,17885
21139,"Livingston County, Kentucky",72,30,9353
45065,"McCormick County, South Carolina",72,27,9806
21129,"Lee County, Kentucky",71,33,6896
37029,"Camden County, North Carolina",71,43,10228
56045,"Weston County, Wyoming",71,3,7175
48095,"Concho County, Texas",71,4,4142
17175,"Stark County, Illinois",71,20,5840
18147,"Spencer County, Indiana",70,52,20777
5109,"Pike County, Arkansas",70,18,11017
31139,"Pierce County, Nebraska",70,13,7179
48379,"Rains County, Texas",70,48,11087
29067,"Douglas County, Missouri",70,17,13467
48247,"Jim Hogg County, Texas",70,5,5218
55077,"Marquette County, Wisconsin",70,33,15082
31161,"Sheridan County, Nebraska",70,2,5259
48395,"Robertson County, Texas",70,19,16537
47049,"Fentress County, Tennessee",69,36,17936
1075,"Lamar County, Alabama",69,23,14066
40107,"Okfuskee County, Oklahoma",68,20,12212
40069,"Johnston County, Oklahoma",68,17,11027
48359,"Oldham County, Texas",68,1,2069
5079,"Lincoln County, Arkansas",68,25,13935
22021,"Caldwell Parish, Louisiana",68,19,9997
51049,"Cumberland County, Virginia",67,33,9769
21119,"Knott County, Kentucky",67,45,15884
39163,"Vinton County, Ohio",67,32,13128
21175,"Morgan County, Kentucky",66,35,13379
46123,"Tripp County, South Dakota",66,3,5475
18013,"Brown County, Indiana",66,48,14965
6105,"Trinity County, California",66,4,13180
47121,"Meigs County, Tennessee",66,60,11804
20047,"Edwards County, Kansas",65,5,2975
20069,"Gray County, Kansas",65,7,6037
21045,"Casey County, Kentucky",65,36,15928
13211,"Morgan County, Georgia",65,52,17943
55091,"Pepin County, Wisconsin",65,32,7349
1029,"Cleburne County, Alabama",64,27,14991
13159,"Jasper County, Georgia",64,37,13571
38001,"Adams County, North Dakota",64,2,2348
47083,"Houston County, Tennessee",64,41,8234
37131,"Northampton County, North Carolina",63,38,20628
47007,"Bledsoe County, Tennessee",63,35,14073
16081,"Teton County, Idaho",63,23,10437
19043,"Clayton County, Iowa",63,23,17735
51113,"Madison County, Virginia",63,41,13122
13093,"Dooly County, Georgia",62,36,14089
21057,"Cumberland County, Kentucky",62,22,6780
16059,"Lemhi County, Idaho",62,2,7743
46097,"Miner County, South Dakota",62,4,2299
13165,"Jenkins County, Georgia",62,26,9055
22081,"Red River Parish, Louisiana",62,23,8757
21011,"Bath County, Kentucky",62,43,12113
21223,"Trimble County, Kentucky",62,58,8751
16021,"Boundary County, Idaho",61,9,11141
19195,"Worth County, Iowa",61,19,7562
20147,"Phillips County, Kansas",61,6,5484
54085,"Ritchie County, West Virginia",60,22,10044
48239,"Jackson County, Texas",60,18,14678
21061,"Edmonson County, Kentucky",60,40,12086
20043,"Doniphan County, Kansas",60,20,7793
31129,"Nuckolls County, Nebraska",60,8,4352
20143,"Ottawa County, Kansas",59,8,6004
51175,"Southampton County, Virginia",59,31,18291
21007,"Ballard County, Kentucky",59,33,8216
51159,"Richmond County, Virginia",59,46,8868
29005,"Atchison County, Missouri",59,10,5380
48385,"Real County, Texas",58,5,3348
48403,"Sabine County, Texas",58,21,10367
21031,"Butler County, Kentucky",58,30,12828
31175,"Valley County, Nebraska",58,7,4240
28077,"Lawrence County, Mississippi",58,29,12603
13025,"Brantley County, Georgia",58,42,18403
54063,"Monroe County, West Virginia",58,29,13496
31173,"Thurston County, Nebraska",57,18,6989
20185,"Stafford County, Kansas",57,5,4284
21149,"McLean County, Kentucky",57,38,9492
51029,"Buckingham County, Virginia",57,29,17030
8121,"Washington County, Colorado",56,2,4814
29061,"Daviess County, Missouri",56,15,8257
47061,"Grundy County, Tennessee",56,37,13494
29185,"St. Clair County, Missouri",56,14,9444
21169,"Metcalfe County, Kentucky",56,34,9983
38029,"Emmons County, North Dakota",56,2,3426
46102,"Oglala Lakota County, South Dakota",56,7,14263
27051,"Grant County, Minnesota",55,11,5943
18155,"Switzerland County, Indiana",55,48,10484
20031,"Coffey County, Kansas",55,13,8433
27021,"Cass County, Minnesota",55,14,28633
51111,"Lunenburg County, Virginia",55,29,12450
8025,"Crowley County, Colorado",55,7,5537
55013,"Burnett County, Wisconsin",55,19,15259
40085,"Love County, Oklahoma",54,19,9768
54047,"McDowell County, West Virginia",54,38,20273
13243,"Randolph County, Georgia",54,17,7224
48327,"Menard County, Texas",54,2,2163
48125,"Dickens County, Texas",54,2,2237
2261,"Valdez-Cordova Census Area, Alaska",54,0,9522
47087,"Jackson County, Tennessee",53,37,11526
28069,"Kemper County, Mississippi",53,13,10128
48351,"Newton County, Texas",53,15,14138
13181,"Lincoln County, Georgia",53,37,7712
46111,"Sanborn County, South Dakota",53,4,2349
51027,"Buchanan County, Virginia",53,46,23158
20087,"Jefferson County, Kansas",53,35,18880
13309,"Wheeler County, Georgia",52,27,7932
20065,"Graham County, Kansas",52,3,2577
21109,"Jackson County, Kentucky",52,39,13357
19003,"Adams County, Iowa",52,9,3822
35011,"De Baca County, New Mexico",52,1,1977
13149,"Heard County, Georgia",52,39,11571
30015,"Chouteau County, Montana",52,1,5837
42053,"Forest County, Pennsylvania",52,18,7493
21171,"Monroe County, Kentucky",52,32,10692
54021,"Gilmer County, West Virginia",51,25,8497
31003,"Antelope County, Nebraska",51,7,6421
22123,"West Carroll Parish, Louisiana",51,32,11370
45017,"Calhoun County, South Carolina",51,39,14886
47127,"Moore County, Tennessee",51,49,6314
17071,"Henderson County, Illinois",51,18,6966
20157,"Republic County, Kansas",51,7,4768
8055,"Huerfano County, Colorado",51,4,6521
28005,"Amite County, Mississippi",50,17,12692
13209,"Montgomery County, Georgia",50,38,9005
31163,"Sherman County, Nebraska",50,5,3090
35057,"Torrance County, New Mexico",50,5,15599
29203,"Shannon County, Missouri",50,8,8256
5049,"Fulton County, Arkansas",50,20,12186
55078,"Menominee County, Wisconsin",50,12,4457
27001,"Aitkin County, Minnesota",50,9,15722
51036,"Charles City County, Virginia",50,39,7086
5065,"Izard County, Arkansas",49,23,13461
13141,"Hancock County, Georgia",49,19,8747
29151,"Osage County, Missouri",49,23,13704
40149,"Washita County, Oklahoma",49,12,11626
31023,"Butler County, Nebraska",48,14,8205
31181,"Webster County, Nebraska",48,6,3665
46087,"McCook County, South Dakota",48,10,5616
35059,"Union County, New Mexico",48,1,4292
17153,"Pulaski County, Illinois",48,29,5792
13249,"Schley County, Georgia",48,30,5089
13079,"Crawford County, Georgia",48,38,12483
18025,"Crawford County, Indiana",48,35,10582
20179,"Sheridan County, Kansas",47,3,2522
20007,"Barber County, Kansas",47,4,4831
5141,"Van Buren County, Arkansas",46,24,16892
20097,"Kiowa County, Kansas",46,3,2520
27069,"Kittson County, Minnesota",46,4,4436
23021,"Piscataquis County, Maine",46,4,17044
26119,"Montmorency County, Michigan",46,17,9317
28061,"Jasper County, Mississippi",46,24,16538
21219,"Todd County, Kentucky",46,33,12465
27029,"Clearwater County, Minnesota",46,9,8764
51063,"Floyd County, Virginia",45,41,15587
27089,"Marshall County, Minnesota",45,5,9406
53023,"Garfield County, Washington",45,3,2231
5087,"Madison County, Arkansas",45,19,15761
21189,"Owsley County, Kentucky",45,23,4552
1027,"Clay County, Alabama",45,22,13483
31143,"Polk County, Nebraska",45,12,5242
47181,"Wayne County, Tennessee",44,23,16842
21063,"Elliott County, Kentucky",44,33,7661
20119,"Meade County, Kansas",44,4,4310
28111,"Perry County, Mississippi",43,19,12174
8047,"Gilpin County, Colorado",43,38,5708
51007,"Amelia County, Virginia",43,36,12793
46025,"Clark County, South Dakota",42,4,3639
31027,"Cedar County, Nebraska",42,12,8657
31065,"Furnas County, Nebraska",42,7,4850
13201,"Miller County, Georgia",42,21,5911
37073,"Gates County, North Carolina",42,34,11615
1107,"Pickens County, Alabama",42,23,20042
21187,"Owen County, Kentucky",42,30,10673
29017,"Bollinger County, Missouri",41,20,12282
29085,"Hickory County, Missouri",41,23,9267
54015,"Clay County, West Virginia",41,26,9033
46037,"Day County, South Dakota",40,5,5588
51125,"Nelson County, Virginia",40,31,14831
46089,"McPherson County, South Dakota",40,2,2252
40025,"Cimarron County, Oklahoma",40,1,2269
29223,"Wayne County, Missouri",39,18,13341
1037,"Coosa County, Alabama",39,17,10864
13099,"Early County, Georgia",39,20,10480
17013,"Calhoun County, Illinois",39,20,4962
20165,"Rush County, Kansas",38,4,3144
8021,"Conejos County, Colorado",38,6,8213
28129,"Smith County, Mississippi",38,25,16137
26001,"Alcona County, Michigan",38,16,10461
6043,"Mariposa County, California",38,12,17645
28041,"Greene County, Mississippi",38,20,13941
31051,"Dixon County, Nebraska",38,12,5809
21131,"Leslie County, Kentucky",37,27,10869
38081,"Sargent County, North Dakota",37,5,3889
20107,"Linn County, Kansas",37,16,9524
48271,"Kinney County, Texas",36,3,3578
47067,"Hancock County, Tennessee",36,30,6609
46039,"Deuel County, South Dakota",36,7,4309
20183,"Smith County, Kansas",36,4,3701
20071,"Greeley County, Kansas",35,2,1235
20207,"Woodson County, Kansas",35,6,3186
28037,"Franklin County, Mississippi",35,14,7818
13269,"Taylor County, Georgia",35,22,8354
46033,"Custer County, South Dakota",35,5,8447
54071,"Pendleton County, West Virginia",35,10,7291
13315,"Wilcox County, Georgia",35,24,8884
12067,"Lafayette County, Florida",35,16,8742
30057,"Madison County, Montana",34,2,7810
31097,"Johnson County, Nebraska",34,14,5167
46091,"Marshall County, South Dakota",34,6,4743
48447,"Throckmorton County, Texas",34,2,1520
19185,"Wayne County, Iowa",34,12,6403
21165,"Menifee County, Kentucky",34,31,6345
26135,"Oscoda County, Michigan",33,15,8374
20063,"Gove County, Kansas",33,3,2682
31149,"Rock County, Nebraska",33,1,1407
13289,"Twiggs County, Georgia",33,23,8363
31135,"Perkins County, Nebraska",33,3,2911
28015,"Carroll County, Mississippi",32,16,10301
8073,"Lincoln County, Colorado",32,2,5515
41063,"Wallowa County, Oregon",32,2,6836
5097,"Montgomery County, Arkansas",32,12,9100
55041,"Forest County, Wisconsin",32,9,9108
46059,"Hand County, South Dakota",32,2,3311
54093,"Tucker County, West Virginia",32,17,6922
12077,"Liberty County, Florida",31,10,8285
13003,"Atkinson County, Georgia",31,24,8268
21039,"Carlisle County, Kentucky",31,26,4954
31133,"Pawnee County, Nebraska",30,6,2695
13197,"Marion County, Georgia",30,24,8646
51157,"Rappahannock County, Virginia",30,28,7416
30099,"Teton County, Montana",30,3,6067
51181,"Surry County, Virginia",30,24,6731
26085,"Lake County, Michigan",30,20,11415
13037,"Calhoun County, Georgia",30,23,6443
54105,"Wirt County, West Virginia",30,25,5826
22091,"St. Helena Parish, Louisiana",29,26,10714
31035,"Clay County, Nebraska",29,11,6313
47135,"Perry County, Tennessee",29,19,7891
51037,"Charlotte County, Virginia",29,26,12232
17171,"Scott County, Illinois",29,21,5169
54101,"Webster County, West Virginia",29,16,8820
22023,"Cameron Parish, Louisiana",29,5,6739
19177,"Van Buren County, Iowa",28,15,7380
54013,"Calhoun County, West Virginia",28,27,7482
46069,"Hyde County, South Dakota",28,2,1440
38005,"Benson County, North Dakota",27,5,6802
47175,"Van Buren County, Tennessee",27,21,5641
46121,"Todd County, South Dakota",26,7,10019
30039,"Granite County, Montana",26,2,3212
46125,"Turner County, South Dakota",26,13,8289
20019,"Chautauqua County, Kansas",26,5,3470
1011,"Bullock County, Alabama",26,17,10552
1041,"Crenshaw County, Alabama",26,23,13896
21105,"Hickman County, Kentucky",26,19,4691
28009,"Benton County, Mississippi",26,21,8378
38045,"LaMoure County, North Dakota",25,4,4111
48243,"Jeff Davis County, Texas",25,1,2221
27101,"Murray County, Minnesota",25,12,8463
2185,"North Slope Borough, Alaska",25,0,9681
56011,"Crook County, Wyoming",25,3,7284
40043,"Dewey County, Oklahoma",25,5,4862
2070,"Dillingham Census Area, Alaska",25,0,4980
5129,"Searcy County, Arkansas",25,12,7938
8033,"Dolores County, Colorado",25,2,1789
48289,"Leon County, Texas",25,16,16923
37103,"Jones County, North Carolina",24,21,10074
40003,"Alfalfa County, Oklahoma",24,7,5784
13125,"Glascock County, Georgia",24,21,3053
13101,"Echols County, Georgia",24,10,4025
51097,"King and Queen County, Virginia",24,23,7140
17059,"Gallatin County, Illinois",23,16,5325
20033,"Comanche County, Kansas",23,2,1898
